EDPD_ID	Data_Source_Type	Lineage_to_Display
EDPD00169	genome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00170	genome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00171	genome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00172	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00173	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00174	EST	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00175	EST	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00176	genome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00177	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00737	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00178	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00179	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00180	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00181	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00182	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00183	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00184	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00185	genome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00186	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00187	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00188	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00189	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00190	transcriptome	Eukaryota;Diaphoretickes;Archaeplastida;RR clade;Rhodophyta
EDPD00277	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00279	genome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00280	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00281	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00282	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00283	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00284	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00285	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00286	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00287	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00288	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00289	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00290	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00291	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00292	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00293	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Cryptomonadales
EDPD00294	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Goniomonas
EDPD00295	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Cryptophyceae;Goniomonas
EDPD00296	transcriptome	Eukaryota;Diaphoretickes;Cryptista;CK clade;Kathablepharidacea
EDPD00297	transcriptome	Eukaryota;Diaphoretickes;Cryptista;Palpitomonas
EDPD00298	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida
EDPD00299	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida
EDPD00300	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida
EDPD00301	transcriptome	Eukaryota;Diaphoretickes;Haptista;Centroplasthelida
EDPD00302	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales
EDPD00303	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales
EDPD00304	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales
EDPD00305	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales
EDPD00306	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales
EDPD00307	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Pavlovales
EDPD00308	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00309	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00310	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00311	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00312	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00313	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00314	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00315	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00316	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00317	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00318	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00319	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00320	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00321	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00322	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00323	genome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00324	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00325	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00326	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00327	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00328	transcriptome	Eukaryota;Diaphoretickes;Haptista;Haptophyta;Prymnesiophyceae
EDPD00656	transcriptome	Eukaryota;Diaphoretickes;TSAR;Telonemia
EDPD00657	transcriptome	Eukaryota;Diaphoretickes;TSAR;Telonemia
EDPD00658	transcriptome	Eukaryota;Diaphoretickes;TSAR;Telonemia
EDPD00330	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00331	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00332	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00333	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00334	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00335	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00336	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00337	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00338	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00339	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00340	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00341	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00342	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00343	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00344	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00345	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00346	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00347	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00348	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00349	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00350	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00351	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00352	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00353	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00354	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00355	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00356	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00357	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00358	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00359	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00360	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00361	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00362	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Ciliophora
EDPD00742	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;Colponemidae
EDPD00743	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;Colponemidae
EDPD00744	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;Colponemidae
EDPD00363	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00364	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00365	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00366	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00367	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00368	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00369	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00370	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00371	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00372	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00373	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00374	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00375	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00376	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00377	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00378	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00379	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00380	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00381	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00382	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00383	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00384	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00385	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Apicomplexa
EDPD00386	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Colpodellida
EDPD00387	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Colpodellida
EDPD00388	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Colpodellida
EDPD00389	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Colpodellida
EDPD00745	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Colpodellida
EDPD00390	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;AC clade;Colpodellida
EDPD00391	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00392	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00393	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00394	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00395	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00396	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00397	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00398	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00399	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00400	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00746	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00401	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00747	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00748	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00402	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00403	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00404	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00405	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00406	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00407	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00408	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00409	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00410	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00411	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00412	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00413	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00414	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00415	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00416	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00417	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00418	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00419	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00420	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00421	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00422	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00423	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00424	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00425	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00426	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00427	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00428	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00429	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00430	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00431	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00432	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00433	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00434	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00435	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00436	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00437	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00438	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00439	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00440	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00441	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00442	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00443	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00444	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00445	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00446	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00447	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00448	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00449	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00450	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00451	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00452	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Dinoflagellata
EDPD00453	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Perkinsea
EDPD00454	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Alveolata;CM clade;Myzozoa;DP clade;Perkinsea
EDPD00456	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00457	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00458	single-cell transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00459	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00460	EST	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00461	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00462	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00463	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00464	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00465	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00466	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00467	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00468	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00469	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00470	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00471	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00472	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Cercozoa
EDPD00473	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00474	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00475	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00476	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00477	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00478	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00479	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Endomyxa
EDPD00455	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;eorhiza;Aquavolonida
EDPD00480	genome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
EDPD00481	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;Rhizaria;Retaria;Foraminifera
